,ques_link,vote_count,answer_count,ques_title,ques_summ,keywords,date
4019,"""/questions/3687315/how-to-delete-shared-preferences-data-from-app-in-android""",557,27,How to delete shared preferences data from App in Android,"How do I delete SharedPreferences data for my application?

I'm creating an application that uses a lot of web services to sync data. For testing purposes, I need to wipe out some SharedPreferences ...","['android', 'sharedpreferences']",2010-09-10
4020,"""/questions/2570972/css-font-border""",557,12,CSS Font Border?,"With all the new CSS3 border stuff going on (-webkit, ...) is it now possible to add a border to your font? (Like the solid white border around the blue Twitter logo). If not, are there any not-too-...","['css', 'fonts']",2010-04-03
4021,"""/questions/2344098/c-sharp-how-to-create-a-guid-value""",557,12,C# how to create a Guid value?,One field of our struct is Guid type. How to generate a valid value for it?,"['c#', 'guid']",2010-02-26
4022,"""/questions/23929235/multi-line-string-with-extra-space-preserved-indentation""",557,12,Multi-line string with extra space (preserved indentation),"I want to write some pre-defined texts to a file with the following:

text=""this is line one\n
this is line two\n
this is line three""

echo -e $text > filename
I'm expecting something like this:

...","['string', 'bash', 'shell', 'echo']",2014-05-29
4023,"""/questions/28975896/is-there-a-way-to-check-for-both-null-and-undefined""",557,25,Is there a way to check for both `null` and `undefined`?,"Since TypeScript is strongly-typed, simply using if () {} to check for null and undefined doesn't sound right. 

Does TypeScript have any dedicated function or syntax sugar for this?","['typescript', 'null-check']",2015-03-10
4024,"""/questions/1043957/clearing-input-type-file-using-jquery""",557,27,Clearing <input type='file' /> using jQuery,"Is it possible to clear an <input type='file' /> control value with jQuery? I've tried the following:

$('#control').attr({ value: '' }); 
But it's not working.","['javascript', 'jquery', 'html', 'file-io', 'forms']",2009-06-25
4025,"""/questions/60034/how-can-you-find-and-replace-text-in-a-file-using-the-windows-command-line-envir""",557,30,How can you find and replace text in a file using the Windows command-line environment?,"I am writing a batch file script using Windows command-line environment and want to change each occurrence of some text in a file (ex. ""FOO"") with another (ex. ""BAR""). What is the simplest way to do ...","['windows', 'command-line', 'scripting', 'batch-file', 'text-files']",2008-09-12
4026,"""/questions/273946/how-do-i-resize-an-image-using-pil-and-maintain-its-aspect-ratio""",557,23,How do I resize an image using PIL and maintain its aspect ratio?,Is there an obvious way to do this that I'm missing?  I'm just trying to make thumbnails.,"['python', 'image', 'python-imaging-library', 'thumbnails']",2008-11-07
4027,"""/questions/5197300/new-self-vs-new-static""",557,3,New self vs. new static,"I am converting a PHP 5.3 library to work on PHP 5.2. The main thing standing in my way is the use of late static binding like return new static($options); , if I convert this to return new self($...","['php', 'static', 'late-static-binding']",2011-03-04
4028,"""/questions/3697178/merge-with-squash-all-changes-from-another-branch-as-a-single-commit""",557,8,Merge (with squash) all changes from another branch as a single commit,"In Git, is there a way to merge all changes from one branch into another, but squash to a single commit at the same time?  

I often work on a new feature in a separate branch and will regularly ...",['git'],2010-09-12
4029,"""/questions/3772290/css-selector-that-applies-to-elements-with-two-classes""",557,2,CSS Selector that applies to elements with two classes,"Is there a way to select an element with CSS based on the value of the class attribute being set to two specific classes. For example, let's say I have 3 divs:

<div class=""foo"">Hello Foo</...","['css', 'css-selectors']",2010-09-22
4030,"""/questions/14028959/why-does-jquery-or-a-dom-method-such-as-getelementbyid-not-find-the-element""",557,6,Why does jQuery or a DOM method such as getElementById not find the element?,"What are the possible reasons for document.getElementById, $(""#id"") or any other DOM method / jQuery selector not finding the elements?
Example problems include:

jQuery silently failing to ...","['javascript', 'jquery', 'dom']",2012-12-25
4031,"""/questions/231893/what-does-yield-break-do-in-c""",557,8,"What does ""yield break;"" do in C#?","I have seen this syntax in MSDN: yield break, but I don't know what it does.  Does anyone know?","['c#', '.net', 'yield']",2008-10-23
4032,"""/questions/2020882/how-to-change-progress-bars-progress-color-in-android""",556,41,How to change progress bar's progress color in Android,"I'm using an horizontal progress bar in my Android application, and I want to change its progress color (which is Yellow by default). How can I do it using code (not XML)?","['android', 'material-design', 'android-progressbar', 'progress-indicator']",2010-01-07
4033,"""/questions/1546226/is-there-a-simple-way-to-remove-multiple-spaces-in-a-string""",556,24,Is there a simple way to remove multiple spaces in a string?,"Suppose this string:

The   fox jumped   over    the log.
Turning into:

The fox jumped over the log.
What is the simplest (1-2 lines) to achieve this, without splitting and going into lists?","['python', 'regex', 'string']",2009-10-09
4034,"""/questions/1133581/is-23-148-855-308-184-500-a-magic-number-or-sheer-chance""",556,7,"Is 23,148,855,308,184,500 a magic number, or sheer chance?","News reports such as this one indicate that the above number may have arisen as a programming bug. 
  A man in the United States popped out
  to his local petrol station to buy a
  pack of cigarettes ...",['magic-numbers'],2009-07-15
4035,"""/questions/199761/how-can-you-use-optional-parameters-in-c""",556,23,How can you use optional parameters in C#?,"Note: This question was asked at a time when C# did not yet support optional parameters (i.e. before C# 4).

We're building a web API that's programmatically generated from a C# class. The class has ...","['c#', 'optional-parameters']",2008-10-14
4036,"""/questions/5597060/detecting-arrow-key-presses-in-javascript""",556,21,Detecting arrow key presses in JavaScript,"How do I detect when one of the arrow keys are pressed? I used this to find out:

function checkKey(e) {
    var event = window.event ? window.event : e;
    console.log(event.keyCode)
}
Though it ...","['javascript', 'keypress', 'keyboard-events']",2011-04-08
4037,"""/questions/5041008/how-to-find-elements-by-class""",556,19,How to find elements by class,"I'm having trouble parsing HTML elements with ""class"" attribute using Beautifulsoup. The code looks like this

soup = BeautifulSoup(sdata)
mydivs = soup.findAll('div')
for div in mydivs: 
    if (div[""...","['python', 'html', 'web-scraping', 'beautifulsoup']",2011-02-18
4038,"""/questions/2896600/how-to-replace-all-occurrences-of-a-character-in-string""",556,16,How to replace all occurrences of a character in string?,What is the effective way to replace all occurrences of a character with another character in std::string?,"['c++', 'algorithm', 'str-replace', 'stdstring']",2010-05-24
4039,"""/questions/9515704/use-a-content-script-to-access-the-page-context-variables-and-functions""",556,6,Use a content script to access the page context variables and functions,"I'm learning how to create Chrome extensions. I just started developing one to catch YouTube events. I want to use it with YouTube flash player (later I will try to make it compatible with HTML5).

...","['javascript', 'google-chrome', 'google-chrome-extension', 'youtube-api', 'content-script']",2012-03-01
4040,"""/questions/1704407/what-is-the-difference-between-char-s-and-char-s""",556,14,What is the difference between char s[] and char *s?,"In C, one can use a string literal in a declaration like this:

char s[] = ""hello"";
or like this:

char *s = ""hello"";
So what is the difference? I want to know what actually happens in terms of ...","['c', 'string', 'char', 'constants']",2009-11-09
4041,"""/questions/1592534/what-is-token-based-authentication""",556,8,What is token-based authentication?,I want to understand what token-based authentication means. I searched the internet but couldn't find anything understandable.,"['security', 'authentication', 'token', 'http-token-authentication']",2009-10-20
4042,"""/questions/272535/how-do-i-decompile-java-class-files""",556,19,"How do I ""decompile"" Java class files? [closed]","What program can I use to decompile a class file? Will I actually get Java code, or is it just JVM assembly code?

On Java performance questions on this site I often see responses from people who have ...","['java', 'decompiler']",2008-11-07
4043,"""/questions/3093365/how-can-i-check-the-system-version-of-android""",555,13,How can I check the system version of Android?,"Does anyone know how can I check the system version (e.g. 1.0, 2.2, etc.) programatically?","['android', 'version', 'system']",2010-06-22
4044,"""/questions/10805125/how-to-remove-all-line-breaks-from-a-string""",555,20,How to remove all line breaks from a string,"I have a text in a textarea and I read it out using the .value attribute.

Now I would like to remove all linebreaks (the character that is produced when you press Enter) from my text now using ....","['javascript', 'regex', 'string']",2012-05-29
